"section_id","time_hours","water_level_m","discharge_m3s"
"2_sec2_0","38.0","33.372","18.437"
"2_sec2_0","39.0","33.355","18.079"
"2_sec2_0","40.0","33.337","17.713"
"2_sec2_0","41.0","33.318","17.346"
"2_sec2_0","42.0","33.299","16.988"
"2_sec2_0","43.0","33.28","16.621"
"2_sec2_0","44.0","33.26","16.254"
"2_sec2_0","45.0","33.239","15.895"
"2_sec2_0","46.0","33.218","15.528"
"2_sec2_0","47.0","33.199","15.35"
"2_sec2_0","48.0","33.181","15.185"
"2_sec2_0","49.0","33.164","15.029"
"2_sec2_0","50.0","33.147","14.864"
"2_sec2_0","51.0","33.132","14.7"
"2_sec2_0","52.0","33.117","14.537"
"2_sec2_0","53.0","33.102","14.374"
"2_sec2_0","54.0","33.088","14.213"
"2_sec2_0","55.0","33.074","14.051"
"2_sec2_0","56.0","33.061","13.899"
"2_sec2_0","57.0","33.047","13.739"
"2_sec2_0","58.0","33.034","13.578"
"2_sec2_0","59.0","33.021","13.417"
"2_sec2_0","60.0","33.007","13.257"
"2_sec2_0","61.0","32.994","13.105"
"2_sec2_0","62.0","32.981","12.945"
"2_sec2_0","63.0","32.969","12.785"
"2_sec2_0","64.0","32.956","12.625"
"2_sec2_0","65.0","32.943","12.465"
"2_sec2_0","66.0","32.93","12.305"
"2_sec2_0","67.0","32.917","12.145"
"2_sec2_0","68.0","32.904","11.994"
"2_sec2_0","69.0","32.891","11.835"
"2_sec2_0","70.0","32.878","11.675"
"2_sec2_0","71.0","32.866","11.56"
"20","0.0","32.214","1.0"
"20","1.0","32.651","28.197"
"20","2.0","32.879","31.23"
"20","3.0","33.026","31.587"
"20","4.0","33.134","31.557"
"20","5.0","33.219","31.4"
"20","6.0","33.287","31.21"
"20","7.0","33.34","30.963"
"20","8.0","33.382","30.657"
"20","9.0","33.415","30.325"
"20","10.0","33.44","29.945"
"20","11.0","33.459","29.528"
"20","12.0","33.475","29.087"
"20","13.0","33.488","28.63"
"20","14.0","33.498","28.165"
"20","15.0","33.506","27.682"
"20","16.0","33.513","27.199"
"20","17.0","33.518","26.721"
"20","18.0","33.521","26.252"
"20","19.0","33.523","25.779"
"20","20.0","33.522","25.304"
"20","21.0","33.519","24.834"
"20","22.0","33.515","24.357"
"20","23.0","33.509","23.981"
"20","24.0","33.504","23.633"
"20","25.0","33.497","23.283"
"20","26.0","33.49","22.933"
"20","27.0","33.481","22.589"
"20","28.0","33.472","22.24"
"20","29.0","33.462","21.889"
"20","30.0","33.452","21.545"
"20","31.0","33.44","21.194"
"20","32.0","33.428","20.842"
"20","33.0","33.415","20.496"
"20","34.0","33.401","20.143"
"20","35.0","33.387","19.789"
"20","36.0","33.372","19.44"
"20","37.0","33.356","19.085"
"20","38.0","33.34","18.728"
"20","39.0","33.323","18.377"
"20","40.0","33.306","18.02"
"20","41.0","33.288","17.661"
"20","42.0","33.27","17.31"
"20","43.0","33.251","16.952"
"20","44.0","33.231","16.592"
"20","45.0","33.212","16.237"
"20","46.0","33.191","15.877"
"20","47.0","33.172","15.662"
"20","48.0","33.154","15.479"
"20","49.0","33.137","15.309"
"20","50.0","33.121","15.129"
"20","51.0","33.105","14.952"
"20","52.0","33.09","14.78"
"20","53.0","33.076","14.611"
"20","54.0","33.062","14.444"
"20","55.0","33.048","14.277"
"20","56.0","33.035","14.12"
"20","57.0","33.021","13.958"
"20","58.0","33.008","13.795"
"20","59.0","32.995","13.633"
"20","60.0","32.982","13.47"
"20","61.0","32.969","13.314"
"20","62.0","32.957","13.155"
"20","63.0","32.944","12.994"
"20","64.0","32.931","12.833"
"20","65.0","32.919","12.673"
"20","66.0","32.906","12.513"
"20","67.0","32.893","12.353"
"20","68.0","32.88","12.2"
"20","69.0","32.868","12.041"
"20","70.0","32.855","11.882"
"20","71.0","32.843","11.757"
"21","0.0","32.199","0.0"
"21","1.0","32.535","21.677"
"21","2.0","32.768","26.369"
"21","3.0","32.924","28.182"
"21","4.0","33.042","28.909"
"21","5.0","33.134","29.258"
"21","6.0","33.208","29.506"
"21","7.0","33.265","29.619"
"21","8.0","33.311","29.595"
"21","9.0","33.347","29.495"
"21","10.0","33.375","29.292"
"21","11.0","33.397","29.006"
"21","12.0","33.416","28.655"
"21","13.0","33.431","28.28"
"21","14.0","33.443","27.881"
"21","15.0","33.454","27.436"
"21","16.0","33.463","27.004"
"21","17.0","33.47","26.579"
"21","18.0","33.475","26.165"
"21","19.0","33.478","25.75"
"21","20.0","33.478","25.332"
"21","21.0","33.477","24.915"
"21","22.0","33.474","24.491"
"21","23.0","33.47","24.122"
"21","24.0","33.465","23.793"
"21","25.0","33.459","23.466"
"21","26.0","33.453","23.14"
"21","27.0","33.445","22.818"
"21","28.0","33.437","22.494"
"21","29.0","33.428","22.166"
"21","30.0","33.418","21.842"
"21","31.0","33.407","21.514"
"21","32.0","33.395","21.183"
"21","33.0","33.383","20.855"
"21","34.0","33.37","20.523"
"21","35.0","33.356","20.187"
"21","36.0","33.342","19.854"
"21","37.0","33.327","19.515"
"21","38.0","33.311","19.174"
"21","39.0","33.295","18.835"
"21","40.0","33.278","18.492"
"21","41.0","33.261","18.146"
"21","42.0","33.243","17.807"
"21","43.0","33.225","17.463"
"21","44.0","33.206","17.114"
"21","45.0","33.187","16.768"
"21","46.0","33.167","16.418"
"21","47.0","33.148","16.156"
"21","48.0","33.13","15.948"
"21","49.0","33.113","15.754"
"21","50.0","33.097","15.548"
"21","51.0","33.082","15.351"
"21","52.0","33.067","15.164"
"21","53.0","33.053","14.983"
"21","54.0","33.039","14.808"
"21","55.0","33.026","14.634"
"21","56.0","33.012","14.467"
"21","57.0","32.999","14.302"
"21","58.0","32.986","14.136"
"21","59.0","32.973","13.971"
"21","60.0","32.961","13.804"
"21","61.0","32.948","13.644"
"21","62.0","32.936","13.484"
"21","63.0","32.923","13.322"
"21","64.0","32.911","13.161"
"21","65.0","32.898","13.0"
"21","66.0","32.886","12.839"
"21","67.0","32.873","12.679"
"21","68.0","32.861","12.523"
"21","69.0","32.848","12.367"
"21","70.0","32.836","12.208"
"21","71.0","32.823","12.069"
"22","0.0","32.155","0.0"
"22","1.0","32.301","19.128"
"22","2.0","32.543","23.804"
"22","3.0","32.729","26.091"
"22","4.0","32.871","27.264"
"22","5.0","32.979","27.952"
"22","6.0","33.063","28.467"
"22","7.0","33.129","28.79"
"22","8.0","33.182","28.931"
"22","9.0","33.224","28.962"
"22","10.0","33.258","28.861"
"22","11.0","33.286","28.65"
"22","12.0","33.31","28.355"
"22","13.0","33.33","28.03"
"22","14.0","33.347","27.668"
"22","15.0","33.362","27.25"
"22","16.0","33.375","26.849"
"22","17.0","33.386","26.46"
"22","18.0","33.394","26.079"
"22","19.0","33.4","25.701"
"22","20.0","33.403","25.317"
"22","21.0","33.404","24.932"
"22","22.0","33.403","24.538"
"22","23.0","33.401","24.182"
"22","24.0","33.397","23.863"
"22","25.0","33.393","23.551"
"22","26.0","33.388","23.239"
"22","27.0","33.381","22.93"
"22","28.0","33.374","22.62"
"22","29.0","33.366","22.307"
"22","30.0","33.357","21.994"
"22","31.0","33.347","21.68"
"22","32.0","33.337","21.361"
"22","33.0","33.325","21.044"
"22","34.0","33.313","20.723"
"22","35.0","33.3","20.398"
"22","36.0","33.287","20.073"
"22","37.0","33.272","19.744"
"22","38.0","33.257","19.411"
"22","39.0","33.242","19.078"
"22","40.0","33.226","18.744"
"22","41.0","33.21","18.405"
"22","42.0","33.193","18.072"
"22","43.0","33.175","17.734"
"22","44.0","33.157","17.392"
"22","45.0","33.139","17.05"
"22","46.0","33.12","16.707"
"22","47.0","33.102","16.425"
"22","48.0","33.084","16.203"
"22","49.0","33.067","15.994"
"22","50.0","33.051","15.774"
"22","51.0","33.037","15.567"
"22","52.0","33.022","15.371"
"22","53.0","33.008","15.184"
"22","54.0","32.995","15.003"
"22","55.0","32.981","14.825"
"22","56.0","32.968","14.654"
"22","57.0","32.956","14.487"
"22","58.0","32.943","14.319"
"22","59.0","32.93","14.153"
"22","60.0","32.918","13.984"
"22","61.0","32.905","13.821"
"22","62.0","32.893","13.66"
"22","63.0","32.881","13.498"
"22","64.0","32.868","13.336"
"22","65.0","32.856","13.175"
"22","66.0","32.844","13.014"
"22","67.0","32.832","12.854"
"22","68.0","32.819","12.697"
"22","69.0","32.807","12.54"
"22","70.0","32.795","12.382"
"22","71.0","32.783","12.238"
"23","0.0","32.137","0.0"
"23","1.0","32.251","12.787"
"23","2.0","32.448","20.612"
"23","3.0","32.641","23.626"
"23","4.0","32.793","25.275"
"23","5.0","32.908","26.383"
"23","6.0","32.995","27.188"
"23","7.0","33.064","27.736"
"23","8.0","33.12","28.063"
"23","9.0","33.165","28.237"
"23","10.0","33.202","28.261"
"23","11.0","33.233","28.137"
"23","12.0","33.259","27.914"
"23","13.0","33.282","27.655"
"23","14.0","33.301","27.336"
"23","15.0","33.318","26.956"
"23","16.0","33.333","26.601"
"23","17.0","33.345","26.26"
"23","18.0","33.355","25.928"
"23","19.0","33.362","25.598"
"23","20.0","33.366","25.262"
"23","21.0","33.369","24.919"
"23","22.0","33.369","24.568"
"23","23.0","33.367","24.234"
"23","24.0","33.364","23.932"
"23","25.0","33.361","23.639"
"23","26.0","33.356","23.346"
"23","27.0","33.35","23.055"
"23","28.0","33.344","22.764"
"23","29.0","33.336","22.468"
"23","30.0","33.328","22.172"
"23","31.0","33.319","21.873"
"23","32.0","33.308","21.57"
"23","33.0","33.297","21.266"
"23","34.0","33.286","20.959"
"23","35.0","33.273","20.646"
"23","36.0","33.26","20.333"
"23","37.0","33.246","20.013"
"23","38.0","33.232","19.689"
"23","39.0","33.217","19.365"
"23","40.0","33.201","19.038"
"23","41.0","33.185","18.707"
"23","42.0","33.168","18.379"
"23","43.0","33.151","18.047"
"23","44.0","33.134","17.71"
"23","45.0","33.116","17.373"
"23","46.0","33.098","17.033"
"23","47.0","33.079","16.736"
"23","48.0","33.062","16.496"
"23","49.0","33.045","16.268"
"23","50.0","33.03","16.029"
"23","51.0","33.015","15.809"
"23","52.0","33.001","15.603"
"23","53.0","32.987","15.408"
"23","54.0","32.974","15.221"
"23","55.0","32.961","15.037"
"23","56.0","32.948","14.86"
"23","57.0","32.935","14.689"
"23","58.0","32.923","14.518"
"23","59.0","32.91","14.349"
"23","60.0","32.898","14.179"
"23","61.0","32.885","14.014"
"23","62.0","32.873","13.852"
"23","63.0","32.861","13.689"
"23","64.0","32.849","13.526"
"23","65.0","32.837","13.365"
"23","66.0","32.825","13.203"
"23","67.0","32.812","13.043"
"23","68.0","32.8","12.885"
"23","69.0","32.788","12.728"
"23","70.0","32.776","12.569"
"23","71.0","32.764","12.421"
"24","0.0","32.115","0.0"
"24","1.0","32.159","11.782"
"24","2.0","32.365","14.651"
"24","3.0","32.551","18.658"
"24","4.0","32.703","21.437"
"24","5.0","32.819","23.438"
"24","6.0","32.909","24.863"
"24","7.0","32.98","25.867"
"24","8.0","33.038","26.546"
"24","9.0","33.085","26.977"
"24","10.0","33.125","27.212"
"24","11.0","33.158","27.231"
"24","12.0","33.188","27.136"
"24","13.0","33.213","26.993"
"24","14.0","33.235","26.734"
"24","15.0","33.255","26.429"
"24","16.0","33.273","26.155"
"24","17.0","33.287","25.899"
"24","18.0","33.299","25.648"
"24","19.0","33.307","25.398"
"24","20.0","33.313","25.138"
"24","21.0","33.317","24.865"
"24","22.0","33.318","24.579"
"24","23.0","33.318","24.285"
"24","24.0","33.316","24.012"
"24","25.0","33.314","23.75"
"24","26.0","33.31","23.488"
"24","27.0","33.305","23.228"
"24","28.0","33.299","22.965"
"24","29.0","33.292","22.699"
"24","30.0","33.285","22.429"
"24","31.0","33.276","22.158"
"24","32.0","33.267","21.881"
"24","33.0","33.256","21.6"
"24","34.0","33.245","21.316"
"24","35.0","33.233","21.026"
"24","36.0","33.221","20.732"
"24","37.0","33.207","20.43"
"24","38.0","33.193","20.124"
"24","39.0","33.179","19.815"
"24","40.0","33.164","19.504"
"24","41.0","33.149","19.188"
"24","42.0","33.133","18.872"
"24","43.0","33.116","18.554"
"24","44.0","33.099","18.231"
"24","45.0","33.082","17.905"
"24","46.0","33.064","17.578"
"24","47.0","33.046","17.265"
"24","48.0","33.029","16.999"
"24","49.0","33.013","16.739"
"24","50.0","32.998","16.471"
"24","51.0","32.983","16.231"
"24","52.0","32.97","16.011"
"24","53.0","32.956","15.805"
"24","54.0","32.943","15.609"
"24","55.0","32.93","15.417"
"24","56.0","32.918","15.233"
"24","57.0","32.905","15.056"
"24","58.0","32.893","14.882"
"24","59.0","32.881","14.71"
"24","60.0","32.869","14.539"
"24","61.0","32.857","14.37"
"24","62.0","32.845","14.205"
"24","63.0","32.833","14.041"
"24","64.0","32.821","13.878"
"24","65.0","32.809","13.715"
"24","66.0","32.797","13.553"
"24","67.0","32.785","13.392"
"24","68.0","32.773","13.233"
"24","69.0","32.761","13.075"
"24","70.0","32.749","12.917"
"24","71.0","32.737","12.763"
"25","0.0","32.055","0.0"
"25","1.0","32.082","6.378"
"25","2.0","32.199","12.562"
"25","3.0","32.348","16.157"
"25","4.0","32.477","19.407"
"25","5.0","32.583","21.807"
"25","6.0","32.67","23.526"
"25","7.0","32.743","24.752"
"25","8.0","32.804","25.595"
"25","9.0","32.857","26.151"
"25","10.0","32.904","26.49"
"25","11.0","32.946","26.588"
"25","12.0","32.982","26.569"
"25","13.0","33.014","26.5"
"25","14.0","33.045","26.253"
"25","15.0","33.073","26.01"
"25","16.0","33.097","25.798"
"25","17.0","33.117","25.602"
"25","18.0","33.133","25.41"
"25","19.0","33.146","25.215"
"25","20.0","33.156","25.006"
"25","21.0","33.164","24.781"
"25","22.0","33.169","24.539"
"25","23.0","33.172","24.276"
"25","24.0","33.173","24.026"
"25","25.0","33.173","23.786"
"25","26.0","33.172","23.547"
"25","27.0","33.17","23.306"
"25","28.0","33.166","23.064"
"25","29.0","33.162","22.816"
"25","30.0","33.156","22.565"
"25","31.0","33.15","22.309"
"25","32.0","33.142","22.049"
"25","33.0","33.134","21.783"
"25","34.0","33.125","21.513"
"25","35.0","33.115","21.237"
"25","36.0","33.104","20.954"
"25","37.0","33.093","20.663"
"25","38.0","33.081","20.366"
"25","39.0","33.069","20.067"
"25","40.0","33.056","19.764"
"25","41.0","33.042","19.457"
"25","42.0","33.028","19.146"
"25","43.0","33.014","18.835"
"25","44.0","32.999","18.519"
"25","45.0","32.984","18.199"
"25","46.0","32.968","17.877"
"25","47.0","32.952","17.559"
"25","48.0","32.936","17.28"
"25","49.0","32.921","16.996"
"25","50.0","32.908","16.714"
"25","51.0","32.895","16.464"
"25","52.0","32.882","16.236"
"25","53.0","32.869","16.023"
"25","54.0","32.857","15.821"
"25","55.0","32.845","15.626"
"25","56.0","32.833","15.438"
"25","57.0","32.821","15.258"
"25","58.0","32.809","15.082"
"25","59.0","32.798","14.909"
"25","60.0","32.786","14.737"
"25","61.0","32.775","14.566"
"25","62.0","32.763","14.4"
"25","63.0","32.752","14.234"
"25","64.0","32.74","14.07"
"25","65.0","32.729","13.907"
"25","66.0","32.718","13.745"
"25","67.0","32.706","13.583"
"25","68.0","32.695","13.423"
"25","69.0","32.684","13.265"
"25","70.0","32.672","13.107"
"25","71.0","32.661","12.95"
"26","0.0","31.988","0.0"
"26","1.0","32.017","7.381"
"26","2.0","32.062","10.367"
"26","3.0","32.148","14.646"
"26","4.0","32.245","17.855"
"26","5.0","32.338","20.388"
"26","6.0","32.426","22.268"
"26","7.0","32.507","23.649"
"26","8.0","32.579","24.614"
"26","9.0","32.644","25.27"
"26","10.0","32.704","25.689"
"26","11.0","32.758","25.867"
"26","12.0","32.805","25.921"
"26","13.0","32.846","25.926"
"26","14.0","32.881","25.718"
"26","15.0","32.91","25.546"
"26","16.0","32.935","25.399"
"26","17.0","32.956","25.265"
"26","18.0","32.974","25.132"
"26","19.0","32.988","24.99"
"26","20.0","33.0","24.829"
"26","21.0","33.009","24.647"
"26","22.0","33.016","24.445"
"26","23.0","33.022","24.213"
"26","24.0","33.026","23.989"
"26","25.0","33.028","23.772"
"26","26.0","33.03","23.555"
"26","27.0","33.03","23.335"
"26","28.0","33.029","23.112"
"26","29.0","33.028","22.884"
"26","30.0","33.025","22.649"
"26","31.0","33.022","22.41"
"26","32.0","33.017","22.165"
"26","33.0","33.012","21.914"
"26","34.0","33.006","21.657"
"26","35.0","32.999","21.394"
"26","36.0","32.992","21.12"
"26","37.0","32.984","20.838"
"26","38.0","32.975","20.552"
"26","39.0","32.966","20.26"
"26","40.0","32.956","19.966"
"26","41.0","32.946","19.666"
"26","42.0","32.935","19.363"
"26","43.0","32.924","19.057"
"26","44.0","32.912","18.747"
"26","45.0","32.9","18.432"
"26","46.0","32.887","18.115"
"26","47.0","32.874","17.796"
"26","48.0","32.861","17.51"
"26","49.0","32.848","17.209"
"26","50.0","32.835","16.921"
"26","51.0","32.822","16.665"
"26","52.0","32.81","16.432"
"26","53.0","32.798","16.215"
"26","54.0","32.786","16.01"
"26","55.0","32.774","15.812"
"26","56.0","32.763","15.622"
"26","57.0","32.751","15.44"
"26","58.0","32.74","15.262"
"26","59.0","32.728","15.087"
"26","60.0","32.717","14.914"
"26","61.0","32.706","14.742"
"26","62.0","32.695","14.575"
"26","63.0","32.684","14.408"
"26","64.0","32.673","14.244"
"26","65.0","32.661","14.08"
"26","66.0","32.65","13.917"
"26","67.0","32.639","13.755"
"26","68.0","32.628","13.595"
"26","69.0","32.617","13.436"
"26","70.0","32.606","13.278"
"26","71.0","32.595","13.121"
"27","0.0","31.954","0.0"
"27","1.0","31.946","8.694"
"27","2.0","31.994","9.293"
"27","3.0","32.045","12.805"
"27","4.0","32.112","15.971"
"27","5.0","32.192","18.315"
"27","6.0","32.276","20.255"
"27","7.0","32.358","21.762"
"27","8.0","32.436","22.86"
"27","9.0","32.509","23.64"
"27","10.0","32.577","24.171"
"27","11.0","32.639","24.515"
"27","12.0","32.694","24.728"
"27","13.0","32.741","24.89"
"27","14.0","32.78","24.784"
"27","15.0","32.811","24.655"
"27","16.0","32.837","24.576"
"27","17.0","32.859","24.525"
"27","18.0","32.878","24.484"
"27","19.0","32.893","24.43"
"27","20.0","32.906","24.355"
"27","21.0","32.916","24.256"
"27","22.0","32.925","24.134"
"27","23.0","32.931","23.972"
"27","24.0","32.936","23.811"
"27","25.0","32.94","23.648"
"27","26.0","32.943","23.483"
"27","27.0","32.945","23.311"
"27","28.0","32.946","23.133"
"27","29.0","32.946","22.947"
"27","30.0","32.945","22.754"
"27","31.0","32.943","22.552"
"27","32.0","32.94","22.341"
"27","33.0","32.937","22.121"
"27","34.0","32.933","21.894"
"27","35.0","32.928","21.656"
"27","36.0","32.922","21.403"
"27","37.0","32.916","21.14"
"27","38.0","32.91","20.87"
"27","39.0","32.902","20.593"
"27","40.0","32.894","20.309"
"27","41.0","32.886","20.018"
"27","42.0","32.877","19.719"
"27","43.0","32.867","19.416"
"27","44.0","32.857","19.106"
"27","45.0","32.847","18.789"
"27","46.0","32.836","18.466"
"27","47.0","32.824","18.138"
"27","48.0","32.813","17.83"
"27","49.0","32.801","17.521"
"27","50.0","32.789","17.231"
"27","51.0","32.777","16.971"
"27","52.0","32.765","16.733"
"27","53.0","32.753","16.511"
"27","54.0","32.742","16.302"
"27","55.0","32.73","16.101"
"27","56.0","32.719","15.908"
"27","57.0","32.708","15.722"
"27","58.0","32.696","15.542"
"27","59.0","32.685","15.365"
"27","60.0","32.674","15.191"
"27","61.0","32.663","15.017"
"27","62.0","32.652","14.848"
"27","63.0","32.642","14.68"
"27","64.0","32.631","14.514"
"27","65.0","32.62","14.35"
"27","66.0","32.609","14.187"
"27","67.0","32.598","14.024"
"27","68.0","32.587","13.863"
"27","69.0","32.577","13.704"
"27","70.0","32.566","13.545"
"27","71.0","32.555","13.387"
"28","0.0","31.944","0.0"
"28","1.0","31.974","3.335"
"28","2.0","31.973","9.508"
"28","3.0","32.018","11.722"
"28","4.0","32.071","15.05"
"28","5.0","32.144","17.17"
"28","6.0","32.224","19.074"
"28","7.0","32.304","20.604"
"28","8.0","32.382","21.748"
"28","9.0","32.456","22.583"
"28","10.0","32.526","23.179"
"28","11.0","32.59","23.623"
"28","12.0","32.647","23.946"
"28","13.0","32.696","24.213"
"28","14.0","32.737","24.25"
"28","15.0","32.77","24.209"
"28","16.0","32.798","24.2"
"28","17.0","32.821","24.211"
"28","18.0","32.84","24.222"
"28","19.0","32.856","24.211"
"28","20.0","32.87","24.173"
"28","21.0","32.881","24.106"
"28","22.0","32.89","24.012"
"28","23.0","32.897","23.878"
"28","24.0","32.903","23.736"
"28","25.0","32.907","23.593"
"28","26.0","32.91","23.443"
"28","27.0","32.913","23.288"
"28","28.0","32.914","23.124"
"28","29.0","32.914","22.953"
"28","30.0","32.914","22.772"
"28","31.0","32.913","22.583"
"28","32.0","32.91","22.384"
"28","33.0","32.908","22.176"
"28","34.0","32.904","21.958"
"28","35.0","32.9","21.731"
"28","36.0","32.895","21.489"
"28","37.0","32.889","21.235"
"28","38.0","32.883","20.975"
"28","39.0","32.876","20.706"
"28","40.0","32.869","20.431"
"28","41.0","32.861","20.148"
"28","42.0","32.852","19.858"
"28","43.0","32.843","19.562"
"28","44.0","32.834","19.26"
"28","45.0","32.823","18.949"
"28","46.0","32.813","18.634"
"28","47.0","32.802","18.311"
"28","48.0","32.791","18.005"
"28","49.0","32.779","17.701"
"28","50.0","32.768","17.411"
"28","51.0","32.756","17.149"
